m.c.boulevard.uz,76.162.52.3,False
m.candela.uz,62.209.128.37,True
m.l.vo.uz,217.199.217.102,False
macmillan.uz,81.95.237.17,True
ma.uz,74.220.207.190,False
machine.uz,83.69.139.168,True
maclaren.uz,165.160.15.20,False
madeleine.uz,213.95.144.81,False
maersk.uz,185.26.230.130,False
maestro.uz,216.119.209.64,False
magna.uz,62.209.128.102,True
magnus.uz,81.95.237.17,True
maggi.uz,164.109.29.134,False
magnum.uz,5.9.18.110,False
mahr.uz,193.158.246.146,False
mail.uz,62.209.128.44,True
mailbox.uz,83.69.139.160,True
main.uz,192.64.147.181,False
maitre.uz,217.29.116.177,True
makar.uz,31.170.164.225,False
makler.uz,69.73.181.191,False
mal.uz,91.212.89.7,True
malina.uz,82.146.38.41,False
malon.uz,5.101.153.37,False
mamba.uz,185.21.132.44,False
mamba.uz,185.21.132.44,False
mamba.uz,185.21.132.44,False
mama.uz,217.73.62.138,False
mama.uz,217.73.62.138,False
mamba.uz,185.21.132.44,False
management.uz,69.73.145.194,False
manager.uz,74.209.213.9,False
manager.uz,74.209.213.9,False
manager.uz,74.209.213.9,False
manager.uz,74.209.213.9,False
manager.uz,74.209.213.9,False
manager.uz,74.209.213.9,False
mambo.uz,46.8.35.129,True
manas.uz,46.8.35.129,True
manas.uz,46.8.35.129,True
manager.uz,74.209.213.9,False
manager.uz,74.209.213.9,False
mangu.uz,5.187.5.17,False
mandarin.uz,195.158.12.84,True
mango.uz,176.31.136.189,False
mango.uz,176.31.136.189,False
manager.uz,74.209.213.9,False
manager.uz,74.209.213.9,False
manager.uz,74.209.213.9,False
manager.uz,74.209.213.9,False
manager.uz,74.209.213.9,False
manager.uz,74.209.213.9,False
manas.uz,46.8.35.129,True
manas.uz,46.8.35.129,True
manager.uz,74.209.213.9,False
mango.uz,176.31.136.189,False
manutd.uz,195.154.220.36,False
manager.uz,74.209.213.9,False
maps.uz,89.111.178.161,False
mango.uz,176.31.136.189,False
map.uz,46.8.35.129,True
maps.uz,89.111.178.161,False
marat.uz,89.236.195.54,True
marca.uz,195.158.0.162,True
margo.uz,91.218.228.60,False
marinelle.uz,81.95.237.17,True
marina.uz,95.211.169.243,False
marmara.uz,91.212.89.100,True
mark.uz,81.200.118.124,False
marriott.uz,63.241.101.135,False
maru.uz,31.170.163.202,False
mart.uz,5.101.153.23,False
martini.uz,178.63.4.166,False
marwin.uz,62.209.133.18,True
marvell.uz,91.212.89.103,True
mashina.uz,62.209.154.66,True
mashal.uz,176.9.91.186,False
maslo.uz,67.212.94.49,False
massage1.uz,81.95.237.17,True
mastercard.uz,216.119.209.64,False
mastermind.uz,76.74.254.123,False
match.uz,50.87.100.245,False
math.uz,31.170.163.54,False
matt.uz,64.124.14.63,False
matiz.uz,46.8.35.130,True
matt.uz,64.124.14.63,False
max.uz,89.111.178.161,False
maxi.uz,173.236.158.200,False
maxi.uz,173.236.158.200,False
maximum.uz,77.222.56.223,False
maxima.uz,83.221.178.201,True
maximus.uz,83.69.139.168,True
maxx.uz,46.8.35.129,True
maya.uz,146.120.112.179,False
mayka.uz,37.187.146.46,False
mazin.uz,37.140.192.110,False
mail.uz,62.209.128.44,True
mal.uz,91.212.89.7,True
mamba.uz,185.21.132.44,False
mamba.uz,185.21.132.44,False
mama.uz,217.73.62.138,False
manager.uz,74.209.213.9,False
manager.uz,74.209.213.9,False
manas.uz,46.8.35.129,True
mama.uz,217.73.62.138,False
mamba.uz,185.21.132.44,False
manager.uz,74.209.213.9,False
mamba.uz,185.21.132.44,False
manager.uz,74.209.213.9,False
manas.uz,46.8.35.129,True
manager.uz,74.209.213.9,False
manager.uz,74.209.213.9,False
manager.uz,74.209.213.9,False
mango.uz,176.31.136.189,False
manager.uz,74.209.213.9,False
mango.uz,176.31.136.189,False
manager.uz,74.209.213.9,False
manas.uz,46.8.35.129,True
manager.uz,74.209.213.9,False
manager.uz,74.209.213.9,False
manager.uz,74.209.213.9,False
manager.uz,74.209.213.9,False
manager.uz,74.209.213.9,False
mango.uz,176.31.136.189,False
mands.uz,165.160.13.20,False
manager.uz,74.209.213.9,False
manager.uz,74.209.213.9,False
manas.uz,46.8.35.129,True
map.uz,46.8.35.129,True
mango.uz,176.31.136.189,False
maps.uz,89.111.178.161,False
maps.uz,89.111.178.161,False
mark.uz,81.200.118.124,False
matt.uz,64.124.14.63,False
matt.uz,64.124.14.63,False
maxi.uz,173.236.158.200,False
maxi.uz,173.236.158.200,False
max.uz,89.111.178.161,False
mba.uz,50.87.100.245,False
mbs.uz,69.73.145.194,False
mbox.uz,5.9.18.110,False
mbb.uz,178.159.250.10,False
mbank.uz,46.8.35.129,True
mc.uz,46.8.35.129,True
mbs.uz,69.73.145.194,False
mca.uz,5.9.18.110,False
mccann.uz,178.159.250.7,False
mce.uz,46.8.35.129,True
mct.uz,62.209.133.18,True
mcs.uz,91.212.89.99,True
md.uz,91.188.128.21,True
mda.uz,91.212.89.100,True
mcs.uz,91.212.89.99,True
mdm.uz,195.158.8.85,True
mdp.uz,46.8.35.129,True
me.uz,96.45.82.76,False
